num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur,label
1,Allianz  ,0.250420175,0.030878870000000003,0.007732692029202251,9,0.0008591880032446945,0.1806722725,0.112826605,8.10975838817936,h,0.055462185,0.30588236,0.09738717,0.098574825,allianz-1-to-94,paragraphe
1,ALLIANZ VIE ,0.117647065,0.010688820000000016,0.0012575083013133018,12,0.00010479235844277516,0.1142857175,0.21555818999999998,11.006553108762223,h,0.055462185,0.17310925,0.21021378,0.21021378,allianz-1-to-94,titre
1,Rapport sur la solvabilité ,0.66386556,0.04156772000000003,0.027595377715723218,27,0.0010220510265082673,0.39243698,0.27137765999999997,15.970699379229833,h,0.0605042,0.72436976,0.25653207,0.2505938,allianz-1-to-94,paragraphe
1,Exercice 2022 ,0.12100841500000001,0.010688849999999972,0.0012934407966727467,14,9.238862833376762e-05,0.1159663925,0.437648445,11.320994774929046,h,0.055462185,0.1764706,0.43230402,0.43230402,allianz-1-to-94,titre
1,et la situation financière ,0.63865544,0.03325417999999997,0.021237962959739176,27,0.0007865912207310806,0.6134453799999999,0.32185273000000003,19.20526802946278,h,0.29411766,0.9327731,0.3064133,0.30522564,allianz-1-to-94,paragraphe
3,"Conformément aux Articles 51 et 256 de la Directive 2009 / 138 / CE du Parlement Européen et du Conseil du 25 novembre 2009 sur l'accès aux activités de l'assurance et de la réassurance et leur exercice ( Solvabilité II ) , les entreprises d'assurance et de réassurance , ou les sociétés holding d'assurance doivent communiquer des informations de nature narrative à l'Autorité de Contrôle Prudentiel et de Résolution  ACPR , dont le champ est défini par le Règlement Délégué ( UE ) 2015/35 de la Commission du 10 octobre 2014 ( publié le 17 janvier 2015 ) , complété par les Guidelines on reporting and public disclosure ( EOPA - BS 15/109 du 30 juin 2015 ) . ",0.8268907600000001,0.0760095,0.06285155322222,661,9.508555706841149e-05,0.48403362000000005,0.10688835999999999,10.878781731230966,h,0.07058824,0.897479,0.06888361,0.06888361,allianz-1-to-94,inutile
3,"Le présent Rapport sur la Solvabilité et la Situation Financière ( RSSF , également Solvency and Financial Condition Report - SFCR ) s'applique à Allianz Vie . Il a été approuvé par le Conseil d'Administration du 30 mars 2023 . ",0.79663866,0.02256532,0.0179764062872712,228,7.884388722487369e-05,0.46890757000000005,0.16805226,35.30367218368718,h,0.07058824,0.8672269,0.1567696,0.1567696,allianz-1-to-94,paragraphe
3,"Les informations présentées dans le d ument sont étal sur la base des éléments connus au 31 projections reposent sur les meilleures informations disponibles à fin 2022 . Sauf indication contraire , les différents montants présentés dans ce document sont indiqués en milliers d'euros . Les acronymes sont définis dans le glossaire figurant à la fin du rapport . ",0.71596639,0.06294537,0.045066769326114295,361,0.00012483869619422242,0.426890765,0.221496435,11.374409110630376,h,0.06890757,0.78487396,0.19002375,0.19002375,allianz-1-to-94,paragraphe
3,Table des matières ,0.19159666,0.011876469999999972,0.0022754919845901947,19,0.00011976273603106288,0.16638657,0.31947743500000003,16.13245855039422,h,0.07058824,0.2621849,0.3135392,0.3135392,allianz-1-to-94,titre
3,Synthèse ,0.07731093,0.013064120000000012,0.001009999266831601,9,0.00011222214075906678,0.109243705,0.35451306,5.917806174468692,h,0.07058824,0.14789917,0.347981,0.34916866,allianz-1-to-94,inutile
3,A. Activité et résultats ,0.20168067999999997,0.009501189999999993,0.0019162064600091982,25,7.664825840036793e-05,0.16974791,0.38598574500000005,21.22688631634565,h,0.06890757,0.27058825,0.38123515,0.38123515,allianz-1-to-94,titre
3,A.1 . Activité  ,0.09747899399999999,0.008313530000000013,0.0008103945409888212,16,5.0649658811801326e-05,0.132773113,0.415083135,11.725343386022523,h,0.084033616,0.18151261,0.41092637,0.41092637,allianz-1-to-94,inutile
3,A.2 . ,0.02352941,0.008313540000000008,0.0001956126912114002,6,3.260211520190003e-05,0.095798321,0.43527317,2.8302516136326976,h,0.084033616,0.107563026,0.43230402,0.4311164,allianz-1-to-94,inutile
3,A.3 . ,0.025210083999999994,0.007125880000000029,0.0001796440333739207,6,2.994067222898678e-05,0.096638658,0.456057,3.5378204516494653,h,0.084033616,0.1092437,0.45249406,0.45249406,allianz-1-to-94,inutile
3,A.4 . ,0.025210083999999994,0.008313520000000019,0.00020958453753568043,6,3.493075625594674e-05,0.096638658,0.47684086000000003,3.0324199617009326,h,0.084033616,0.1092437,0.4726841,0.4726841,allianz-1-to-94,inutile
3,A.5 . Autres informations  ,0.181512614,0.009501179999999942,0.0017245840178845096,27,6.387348214387073e-05,0.174789923,0.49762470999999997,19.104218002395605,h,0.084033616,0.26554623,0.49287412,0.49287412,allianz-1-to-94,titre
3,B. Système de gouvernance ,0.25378152,0.011876449999999927,0.003014023533203981,26,0.00011592398204630697,0.197479,0.521377675,21.368466166236672,h,0.07058824,0.32436976,0.51543945,0.51543945,allianz-1-to-94,titre
3,B.1 . ,0.025210083999999994,0.008313530000000013,0.00020958478963652028,6,3.493079827275338e-05,0.096638658,0.5492874350000001,3.0324163141288905,h,0.08571429,0.1092437,0.54513067,0.5463183,allianz-1-to-94,inutile
3,Résultat de souscription ,0.15462185999999997,0.011876449999999983,0.001836358789196997,25,7.345435156787988e-05,0.20840336999999998,0.43586697500000005,13.019198497867645,h,0.13109244,0.2857143,0.42992875,0.4311164,allianz-1-to-94,titre
