num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur,label
1,Rapport sur la Solvabilité et la Situation Financière ( SFCR ) ,0.68350168,0.06420926000000005,0.04388713708155683,63,0.0006966212235167751,0.56060606,0.36741973,10.644908226632724,h,0.21885522,0.9023569,0.3353151,0.33650416,camca-output-1-to-49,paragraphe
1,Groupe CAMCA au 31 décembre 2022 ,0.69023572,0.024970260000000022,0.017235365389687216,33,0.0005222837996874914,0.56397308,0.4274673,27.642312094467556,h,0.21885522,0.90909094,0.41736028,0.41498217,camca-output-1-to-49,paragraphe
1,Personne à contacter pour d'éventuels compléments d'information : ,0.50336698,0.010701559999999999,0.0053868119384888,66,8.161836270437575e-05,0.63215487,0.73543398,47.036785291116445,h,0.38047138,0.88383836,0.7300832,0.7300832,camca-output-1-to-49,paragraphe
1,Nom  Muriel Naud - Belouard ,0.20875422,0.00832339999999998,0.001737544874747996,28,6.205517409814271e-05,0.48484849,0.7651604999999999,25.080402239469503,h,0.38047138,0.5892256,0.7609988,0.7609988,camca-output-1-to-49,inutile
1,Fonction  Secrétaire Général Responsable Risques et Contrôles ,0.48148146,0.01070150000000003,0.005152573844190015,62,8.310602974500025e-05,0.6212121100000001,0.77942925,44.991960005606565,h,0.38047138,0.86195284,0.7740785,0.7740785,camca-output-1-to-49,paragraphe
1,E - mail : muriel.naud-belouard@ca-camca.fr ,0.32491585,0.00832345999999995,0.0027044240808409836,44,6.14641836554769e-05,0.542929305,0.80677767,39.036152032928854,h,0.38047138,0.70538723,0.80261594,0.80261594,camca-output-1-to-49,paragraphe
1,CAMCA est une entité soumise au contrôle de l'Autorité de Contrôle Prudentiel et de Résolution ( ACPR ) ,0.50505052,0.026159270000000068,0.013211752916320433,104,0.00012703608573385033,0.63299664,0.8406658650000001,19.30675129695892,h,0.38047138,0.8855219,0.82758623,0.8287753,camca-output-1-to-49,paragraphe
2,Sommaire ,0.14646464,0.017835914999999994,0.002612330869545599,9,0.00029025898550506655,0.14225589,0.1076099875,8.211781677587052,h,0.06902357,0.21548821,0.09988109,0.09869203,camca-output-1-to-49,titre
2,1. SYNTHESE .. ,0.12289562999999999,0.009512490000000012,0.0011690434514187015,15,7.79362300945801e-05,0.132154885,0.13793103499999998,12.919396498708522,h,0.07070707,0.1936027,0.13317479,0.13317479,camca-output-1-to-49,titre
2,Groupe CAMCA ,0.15993265,0.014268725000000003,0.0022820350013712507,13,0.00017554115395163468,0.16750841500000002,0.0332936975,11.208615345799991,h,0.08754209,0.24747474,0.028537456,0.026159335,camca-output-1-to-49,inutile
2,2  ,0.013468019999999997,0.007134360000000006,9.608570316720007e-05,3,3.202856772240002e-05,0.07744108,0.24851368000000001,1.8877684893949822,h,0.07070707,0.08417509,0.2449465,0.2449465,camca-output-1-to-49,inutile
2,ACTIVITE ET RESULTATS ,0.17340066499999998,0.009512469999999995,0.001649468623792549,22,7.497584653602495e-05,0.1944444375,0.248513665,18.2287739146615,h,0.107744105,0.28114477,0.24375743,0.24375743,camca-output-1-to-49,titre
2,2.1 . ,0.026936025000000002,0.00832343000000002,0.00022420011856575056,6,3.7366686427625096e-05,0.1026936025,0.271700355,3.236168863076873,h,0.08922559,0.116161615,0.26753864,0.26753864,camca-output-1-to-49,inutile
2,PERIMETRE ,0.06902355999999998,0.00951249000000004,0.0006565859242644026,10,6.565859242644026e-05,0.17929292,0.271105825,7.256098035319847,h,0.14478114,0.2138047,0.26634958,0.26753864,camca-output-1-to-49,inutile
2,2.2 . ,0.030303029999999995,0.00832339999999998,0.00025222423990199936,6,4.2037373316999896e-05,0.102693605,0.28715815,3.6407033183554875,h,0.08754209,0.11784512,0.28299645,0.28299645,camca-output-1-to-49,inutile
2,PRESENTATION GENERALE ET ACTIVITE  ,0.25252524,0.00832339999999998,0.002101868582615995,35,6.005338807474272e-05,0.27104375999999997,0.28715815,30.33919311819696,h,0.14478114,0.39730638,0.28299645,0.28299645,camca-output-1-to-49,paragraphe
2,2.3 . FAITS MARQUANTS DE L'EXERCICE ET PERSPECTIVES .. 2.4 . OPERATIONS ET TRANSACTIONS AU SEIN DU GROUPE ... 2.5 . ,0.41245791,0.04042806999999998,0.016674877257533693,116,0.00014374894187529046,0.293771045,0.31985731500000003,10.20226565354221,h,0.08754209,0.5,0.29964328,0.29964328,camca-output-1-to-49,paragraphe
2,PERFORMANCE ASSOCIEE AUX PORTEFEUILLES DE CONTRATS  PERFORMANCE ASSOCIEE AUX ACTIVITES DE PLACEMENTS ,0.39562286,0.024970260000000022,0.009878805676143609,101,9.780995718954068e-05,0.34259257,0.34423305,15.843762139441067,h,0.14478114,0.540404,0.33174792,0.33174792,camca-output-1-to-49,paragraphe
