num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur,label
1,COVÉA ,0.12367491000000003,0.02614379,0.003233330875308901,6,0.0005388884792181501,0.28091872500000004,0.218300655,4.730565461243378,h,0.21908127,0.3409894,0.20653595,0.20522876,covea-output-1-to-98,paragraphe
1,RAPPORT SUR LA SOLVABILITÉ ET LA SITUATION FINANCIÈRE 2022 ,0.52473499,0.07712418999999998,0.04046976106840809,59,0.0006859281537018321,0.481448765,0.269934645,6.803766626268621,h,0.21908127,0.74381626,0.23267974,0.23137255,covea-output-1-to-98,paragraphe
1,CO vea ,0.09893989999999997,0.0627451,0.006207993919489998,7,0.0008868562742128568,0.83922261,0.87058825,1.5768546069732932,h,0.78975266,0.88869256,0.8392157,0.8392157,covea-output-1-to-98,paragraphe
2,Sommaire ,0.18823530000000002,0.020214029999999994,0.0038049940012589993,9,0.00042277711125099994,0.21176471000000002,0.102853745,9.312111439430934,h,0.11764706,0.30588236,0.09393579,0.09274673,covea-output-1-to-98,paragraphe
2,Synthèse ... ,0.12268908,0.013079669999999988,0.0016047326790035986,13,0.00012344097530796912,0.1789916,0.170630205,9.38013573736953,h,0.11764706,0.24033614,0.16409037,0.16409037,covea-output-1-to-98,titre
2,A. Activité et résultats .... ,0.23529414,0.011890609999999996,0.002797790854025399,30,9.325969513417996e-05,0.23529413,0.20214030500000002,19.78823121774241,h,0.11764706,0.3529412,0.196195,0.196195,covea-output-1-to-98,titre
2,A1 . Activité ... ,0.09747898999999999,0.008323410000000003,0.0008113576001559002,18,4.5075422230883345e-05,0.184873955,0.23246135499999998,11.71142476460969,h,0.13613446,0.23361345,0.22829965,0.22829965,covea-output-1-to-98,inutile
2,A2 . Résultat de souscription ... ,0.22352940999999998,0.011890610000000024,0.002657901037840105,34,7.817355993647368e-05,0.247899165,0.246135555,18.798817722555828,h,0.13613446,0.35966387,0.24019025,0.2413793,covea-output-1-to-98,paragraphe
2,A3 . Résultat des investissements ,0.24705882,0.00832339999999998,0.0020563693823879956,34,6.048145242317634e-05,0.25966387,0.25980975,29.68243986832311,h,0.13613446,0.38319328,0.25564805,0.25564805,covea-output-1-to-98,paragraphe
2,A4 . Résultat des autres activités ,0.23865545999999999,0.00951247999999999,0.0022702052901407976,35,6.486300828973708e-05,0.25546219000000003,0.27348395999999997,25.088668780381166,h,0.13613446,0.37478992,0.26872772,0.26872772,covea-output-1-to-98,paragraphe
